time,value
2024-12-29T17:36:16.088111566Z,21.5
2024-12-29T17:36:18.150410007Z,21.600000381469727
2024-12-29T17:38:36.759729268Z,21.5
2024-12-29T17:38:40.877584114Z,21.600000381469727
2024-12-29T17:38:42.952921203Z,21.5
2024-12-29T17:40:11.406940431Z,21.600000381469727
2024-12-29T17:40:13.47654384Z,21.5
2024-12-29T17:41:08.128063233Z,21.600000381469727
2024-12-29T17:41:10.187737206Z,21.5
2024-12-29T17:44:01.441788241Z,21.399999618530273
2024-12-29T17:44:45.39728633Z,21.299999237060547
2024-12-29T17:44:47.459524069Z,21.399999618530273
2024-12-29T17:44:55.867777119Z,21.299999237060547
2024-12-29T17:45:50.234036551Z,21.399999618530273
2024-12-29T17:45:52.293815668Z,21.299999237060547
2024-12-29T17:45:54.351105758Z,21.399999618530273
2024-12-29T17:51:49.440690415Z,21.5
2024-12-29T17:52:39.884431362Z,21.399999618530273
2024-12-29T17:52:41.945824124Z,21.5
2024-12-29T17:53:02.987179945Z,21.399999618530273
2024-12-29T17:53:05.044578501Z,21.5
2024-12-29T17:53:09.21716789Z,21.399999618530273
2024-12-29T17:53:11.275636402Z,21.5
2024-12-29T17:53:17.576183929Z,21.399999618530273
2024-12-29T17:53:21.756705996Z,21.5
2024-12-29T17:53:34.338155998Z,21.399999618530273
2024-12-29T17:53:36.394684964Z,21.5
2024-12-29T17:53:38.454800277Z,21.399999618530273
2024-12-29T17:53:40.508317659Z,21.5
2024-12-29T17:59:29.867806556Z,21.600000381469727
2024-12-29T17:59:31.925508076Z,21.5
2024-12-29T17:59:40.335309396Z,21.600000381469727
2024-12-29T18:04:44.299342909Z,21.700000762939453
2024-12-29T18:04:50.599610388Z,21.600000381469727
2024-12-29T18:04:56.898454111Z,21.700000762939453
2024-12-29T18:04:58.959221542Z,21.600000381469727
2024-12-29T18:05:01.01792237Z,21.700000762939453
2024-12-29T18:11:31.152562124Z,21.799999237060547
2024-12-29T18:11:33.208160266Z,21.700000762939453
2024-12-29T18:11:37.322145813Z,21.799999237060547
2024-12-29T18:11:39.375422383Z,21.700000762939453
2024-12-29T18:11:41.428768104Z,21.799999237060547
2024-12-29T18:11:45.606571722Z,21.700000762939453
2024-12-29T18:11:49.785145148Z,21.799999237060547
2024-12-29T18:11:53.970504696Z,21.700000762939453
2024-12-29T18:12:02.259290029Z,21.799999237060547
2024-12-29T18:12:06.370688049Z,21.700000762939453
2024-12-29T18:12:08.433935216Z,21.799999237060547
2024-12-29T18:12:10.487029254Z,21.700000762939453
2024-12-29T18:12:12.547103709Z,21.799999237060547
2024-12-29T18:12:16.66001111Z,21.700000762939453
2024-12-29T18:12:18.714699709Z,21.799999237060547
2024-12-29T18:20:44.267237809Z,21.899999618530273
2024-12-29T18:20:46.327509087Z,21.799999237060547
2024-12-29T18:21:03.067007685Z,21.899999618530273
2024-12-29T18:21:05.126478179Z,21.799999237060547
2024-12-29T18:21:11.423074739Z,21.899999618530273
2024-12-29T18:21:15.59561576Z,21.799999237060547
2024-12-29T18:21:21.891557174Z,21.899999618530273
2024-12-29T18:21:23.946804861Z,21.799999237060547
2024-12-29T18:21:26.016571299Z,21.899999618530273
2024-12-29T18:21:38.646045793Z,21.799999237060547
2024-12-29T18:21:40.704441284Z,21.899999618530273
2024-12-29T18:21:59.629898832Z,21.799999237060547
2024-12-29T18:22:01.683267288Z,21.899999618530273
2024-12-29T18:22:16.313331997Z,21.799999237060547
2024-12-29T18:22:28.952318201Z,21.899999618530273
2024-12-29T18:22:33.123456981Z,21.799999237060547
2024-12-29T18:23:02.68381077Z,21.899999618530273
2024-12-29T18:23:06.855445Z,21.799999237060547
2024-12-29T18:23:30.054795091Z,21.899999618530273
2024-12-29T18:23:32.072172637Z,21.799999237060547
2024-12-29T18:23:36.251637247Z,21.899999618530273
2024-12-29T18:23:46.77492694Z,21.799999237060547
2024-12-29T18:23:55.177934578Z,21.899999618530273
2024-12-29T18:24:03.578991966Z,21.799999237060547
2024-12-29T18:24:05.635991693Z,21.899999618530273
2024-12-29T18:24:53.945551934Z,21.799999237060547
2024-12-29T18:24:55.995022304Z,21.899999618530273
2024-12-29T18:25:00.173534311Z,21.799999237060547
2024-12-29T18:25:06.468734687Z,21.899999618530273
2024-12-29T18:25:14.812093053Z,21.799999237060547
2024-12-29T18:25:18.927997284Z,21.899999618530273
2024-12-29T18:25:20.996096801Z,21.799999237060547
2024-12-29T18:25:23.050860343Z,21.899999618530273
2024-12-29T18:25:25.098660109Z,21.799999237060547
2024-12-29T18:25:29.289423187Z,21.899999618530273
2024-12-29T18:25:31.337731104Z,21.799999237060547
2024-12-29T18:25:37.628744331Z,21.899999618530273
2024-12-29T18:25:39.689523151Z,21.799999237060547
2024-12-29T18:25:45.971161401Z,21.899999618530273
2024-12-29T18:25:50.141463403Z,21.799999237060547
2024-12-29T18:25:52.199031526Z,21.899999618530273
2024-12-29T18:25:58.49301154Z,21.799999237060547
2024-12-29T18:26:00.551029016Z,21.899999618530273
2024-12-29T18:26:02.608735515Z,21.799999237060547
2024-12-29T18:26:06.78296138Z,21.899999618530273
2024-12-29T18:26:08.842383285Z,21.799999237060547
2024-12-29T18:26:10.902275267Z,21.899999618530273
2024-12-29T18:26:12.960026493Z,21.799999237060547
2024-12-29T18:26:21.365249163Z,21.899999618530273
2024-12-29T18:26:23.422504339Z,21.799999237060547
2024-12-29T18:26:25.48035482Z,21.899999618530273
2024-12-29T18:26:27.548073828Z,21.799999237060547
2024-12-29T18:26:31.718691269Z,21.899999618530273
2024-12-29T18:26:33.781955373Z,21.799999237060547
2024-12-29T18:26:35.84042196Z,21.899999618530273
2024-12-29T18:26:37.897221627Z,21.799999237060547
2024-12-29T18:26:39.953458494Z,21.899999618530273
2024-12-29T18:26:42.014834509Z,21.799999237060547
2024-12-29T18:26:48.302696133Z,21.899999618530273
2024-12-29T18:26:50.365117439Z,21.799999237060547
2024-12-29T18:26:54.536067762Z,21.899999618530273
2024-12-29T18:27:00.717083181Z,21.799999237060547
2024-12-29T18:27:02.780366926Z,21.899999618530273
2024-12-29T18:27:04.831543381Z,21.799999237060547
2024-12-29T18:27:06.888856289Z,21.899999618530273
2024-12-29T18:27:15.292030131Z,21.799999237060547
2024-12-29T18:27:17.348872658Z,21.899999618530273
2024-12-29T18:27:40.518753242Z,21.799999237060547
2024-12-29T18:27:42.580284454Z,21.899999618530273
2024-12-29T18:29:38.509664731Z,21.799999237060547
2024-12-29T18:29:40.563599652Z,21.899999618530273
2024-12-29T18:29:55.250331392Z,21.799999237060547
2024-12-29T18:29:57.309284809Z,21.899999618530273
2024-12-29T18:30:07.833506962Z,21.799999237060547
2024-12-29T18:30:09.892746615Z,21.899999618530273
2024-12-29T18:30:31.000190751Z,21.799999237060547
2024-12-29T18:30:33.055124418Z,21.899999618530273
2024-12-29T18:31:02.625856558Z,21.799999237060547
2024-12-29T18:31:04.682982766Z,21.899999618530273
2024-12-29T18:31:17.321813758Z,21.799999237060547
2024-12-29T18:31:19.383063623Z,21.899999618530273
2024-12-29T18:32:41.752893719Z,21.799999237060547
2024-12-29T18:32:45.930419623Z,21.899999618530273
2024-12-29T18:32:56.399967763Z,21.799999237060547
2024-12-29T18:32:58.462270083Z,21.899999618530273
2024-12-29T18:33:04.643127222Z,21.799999237060547
2024-12-29T18:33:06.705355922Z,21.899999618530273
