time,value
2024-12-28T09:56:32.36554666Z,0
2024-12-28T10:01:34.664790403Z,70.5199966430664
2024-12-28T10:02:51.272892129Z,70.69999694824219
2024-12-28T10:07:05.610360731Z,70.5199966430664
2024-12-28T10:07:07.668492972Z,70.69999694824219
2024-12-28T10:07:09.72531741Z,70.5199966430664
2024-12-28T10:07:11.7889586Z,70.69999694824219
2024-12-28T10:07:13.847479708Z,70.5199966430664
2024-12-28T10:07:22.264025952Z,70.69999694824219
2024-12-28T10:07:24.32104494Z,70.5199966430664
2024-12-28T10:10:21.032117249Z,70.33999633789062
2024-12-28T10:10:33.696567683Z,70.5199966430664
2024-12-28T10:10:35.738541142Z,70.33999633789062
2024-12-28T10:10:48.38521235Z,70.5199966430664
2024-12-28T10:10:50.443685124Z,70.33999633789062
2024-12-28T10:10:56.728800537Z,70.5199966430664
2024-12-28T10:10:58.786017978Z,70.33999633789062
2024-12-28T10:11:00.857467178Z,70.5199966430664
2024-12-28T10:11:02.918950197Z,70.33999633789062
2024-12-28T10:13:41.223513855Z,70.5199966430664
2024-12-28T10:13:43.28187808Z,70.33999633789062
2024-12-28T10:13:47.462497156Z,70.5199966430664
2024-12-28T10:21:43.361130629Z,70.33999633789062
2024-12-28T10:26:15.883547191Z,70.5199966430664
2024-12-28T10:28:19.825822387Z,70.33999633789062
2024-12-28T10:28:21.891035584Z,70.5199966430664
2024-12-28T10:28:30.176762968Z,70.33999633789062
2024-12-28T10:28:32.23492286Z,70.5199966430664
2024-12-28T10:28:34.293411144Z,70.33999633789062
2024-12-28T10:28:36.366079022Z,70.5199966430664
2024-12-28T10:28:46.780851016Z,70.33999633789062
2024-12-28T10:28:50.957172381Z,70.5199966430664
2024-12-28T10:28:59.309824503Z,70.33999633789062
2024-12-28T10:29:01.369615387Z,70.5199966430664
2024-12-28T10:29:13.966906147Z,70.33999633789062
2024-12-28T10:29:18.09844294Z,70.5199966430664
2024-12-28T10:29:20.146558461Z,70.33999633789062
2024-12-28T10:29:30.547814922Z,70.5199966430664
2024-12-28T10:29:41.019507943Z,70.33999633789062
2024-12-28T10:31:30.333094809Z,70.5199966430664
2024-12-28T10:32:35.634716867Z,70.33999633789062
2024-12-28T10:33:25.985530221Z,70.5199966430664
2024-12-28T10:33:28.044223806Z,70.33999633789062
2024-12-28T10:33:30.104039871Z,70.5199966430664
2024-12-28T10:34:01.546606999Z,70.33999633789062
2024-12-28T10:34:09.904000029Z,70.5199966430664
2024-12-28T10:34:11.96440212Z,70.33999633789062
2024-12-28T10:34:18.252341963Z,70.5199966430664
2024-12-28T10:34:20.311327966Z,70.33999633789062
2024-12-28T10:34:45.597136675Z,70.5199966430664
2024-12-28T10:34:47.655225322Z,70.33999633789062
2024-12-28T10:34:49.71444163Z,70.5199966430664
2024-12-28T10:34:51.773376879Z,70.33999633789062
2024-12-28T10:38:07.844527533Z,70.16000366210938
2024-12-28T10:38:12.011216289Z,70.33999633789062
2024-12-28T10:38:16.205115715Z,70.16000366210938
2024-12-28T10:40:37.160963851Z,70.33999633789062
2024-12-28T10:43:32.459312606Z,70.5199966430664
2024-12-28T10:43:34.514408944Z,70.33999633789062
2024-12-28T10:43:36.575534007Z,70.5199966430664
2024-12-28T10:49:37.526318831Z,70.33999633789062
2024-12-28T10:57:32.307457572Z,70.16000366210938
2024-12-28T10:57:36.483820906Z,70.33999633789062
2024-12-28T10:57:38.543034401Z,70.16000366210938
2024-12-28T11:00:12.547406111Z,69.9800033569336
2024-12-28T11:00:16.726542364Z,70.16000366210938
2024-12-28T11:00:20.902675315Z,69.9800033569336
2024-12-28T11:01:05.294068863Z,70.16000366210938
2024-12-28T11:01:07.353712129Z,69.9800033569336
2024-12-28T11:01:47.400114591Z,70.16000366210938
2024-12-28T11:03:58.134039425Z,69.9800033569336
2024-12-28T11:06:02.543605046Z,69.80000305175781
2024-12-28T11:16:24.20026337Z,69.9800033569336
2024-12-28T11:16:26.258038964Z,69.80000305175781
2024-12-28T11:16:28.316860375Z,69.9800033569336
2024-12-28T11:16:30.378143999Z,69.80000305175781
2024-12-28T11:16:32.436611228Z,69.9800033569336
2024-12-28T11:18:09.123354729Z,70.16000366210938
2024-12-28T11:29:04.762143015Z,70.33999633789062
